PaperId,Essential,Worthwhile,Unimportant,Unwise,ZeroRating,NotShown,PosRatings,NegRatings,TotalRatings,Venue,Year,TotalPages,IndTrack,AcadVsInd,Title,Authors,Summary
268,0,1,1,0,0,148,1,1,2,REFSQ,2014,15,No,Academic,Measuring and Improving the Completeness of Natural Language Requirements,"Ferrari, A.; dell'Orletta, F.; Spagnolo, G.O.; Gnesi, S.",A method for measuring and improving the completeness of natural language requirements with respect to the input documents in order to include all the relevant information from these documents
281,2,0,0,0,0,148,2,0,2,RE,2014,10,No,Academic,Discovering affect-laden requirements to achieve system acceptance,"Sutcliffe, A.; Rayson, P.; Bull, C.N.; Sawyer, P.",A method for requirements discovery for health care systems in order to increase the acceptance by the target user community.
284,1,1,0,0,0,148,2,0,2,RE,2014,10,No,Academic,Protos: Foundations for engineering innovative sociotechnical systems,"Chopra, A.K.; Dalpiaz, F.; Aydemir, F.B.; Giorgini, P.; Mylopoulos, J.; Singh, M.P.",A method for requirements elicitation based on interactions of autonomous parties and the participants' social relationships in order to improve the requirements engineering for sociotechnical systems
293,0,1,1,0,0,148,1,1,2,RE,2014,9,Yes,Industry,Handling design-level requirements across distributed teams: Developing a new feature for 12 Danish mobile banking apps,"Bruun, L.; Hansen, M.B.; Iversen, J.B.; Jorgensen, J.B.; Knudsen, B.","An experience report on a system provider/sub-contractor collaboration centered around design-level requirements in order to report lessons learned regarding requirements representations, requirements tools, and cooperation process."
313,0,1,1,0,1,147,1,1,2,RE,2014,10,No,Academic,The role of legal expertise in interpretation of legal requirements and definitions,"Gordon, D.G.; Breaux, T.D.","An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements."
326,0,1,1,0,0,148,1,1,2,REFSQ,2015,14,No,Mixed,Embedding Stakeholder Values in the Requirements Engineering Process,"Harbers, M.; Detweiler, C.; Neerincx, M.A.",A workshop-based industrial study on the usability of user stories in order to embed human values in the requirements engineering process.
329,0,2,0,0,0,148,2,0,2,REFSQ,2015,16,No,Mixed,The Role of Catalogues of Threats and Security Controls in Security Risk Assessment: An Empirical Study with ATM Professionals,"Gramatica, M.; Labunets, K.; Massacci, F.; Paci, F.; Tedeschi, A.",An industrial study using experiments and focus groups for understanding whether the use of catalogs of threats and security controls affects the actual and perceived effectiveness of a security risk assessment method.
331,1,1,0,0,0,148,2,0,2,REFSQ,2015,16,No,Academic,A case study evaluation of the guideline-supported QUPER model for elicitation of quality requirements,"Berntsson Svensson, R.; Regnell, B.",A case study for evaluating a particular approach to release planning in order to reach the market as early as possible with a competitive level of quality.
345,2,0,0,0,0,148,2,0,2,RE,2015,10,No,Academic,Forging high-quality User Stories: Towards a discipline for Agile Requirements,"Lucassen, G.; Dalpiaz, F.; van der Werf, J.M.E.M.; Brinkkemper, S.",A solution for checking 14 quality criteria in user stories that user story writers should strive to conform to in order to turn raw user stories into higher-quality ones.
352,0,1,1,0,0,148,1,1,2,RE,2015,10,No,Academic,Ambiguity as a resource to disclose tacit knowledge,"Ferrari, A.; Spoletini, P.; Gnesi, S.",A document-driven study for understanding and classifying ambiguity occurring in customer-analyst interviews in order to improve the use of interviews during requirements elicitation.
362,1,1,0,0,1,147,2,0,2,RE,2015,10,Yes,Mixed,Systematic elicitation of mode models for multifunctional systems,"Vogelsang, A.; Femmer, H.; Winkler, C.",A method for eliciting a model of all operational states of a system in order to ease the specification of features based on these operational states.
378,0,0,2,0,0,148,0,2,2,FSE,2016,12,No,Academic,Gray Links in the Use of Requirements Traceability,"Nan Niu, Wentao Wang, Arushi Gupta",An experiment with students for analyzing different software engineering tasks that affect the tracing of the same requirement.
379,1,1,0,0,1,147,2,0,2,FSE,2016,11,No,Academic,Lightweight Specification and Analysis of Dynamic Systems with Rich Configurations,"Nuno Macedo, Julien Brunel, David Chemouil, Alcino Cunha and Denis Kuperberg",A specification language for modeling both rich configurations and expressive temporal properties in order to make formal verification of systems involving these properties.
385,0,1,1,0,0,148,1,1,2,REFSQ,2016,17,No,Academic,Goal-Based Decision Making - Using Goal-Oriented Problem Structuring and Evaluation Visualization for Multi Criteria Decision Analysis,"Qin Ma, Sybren de Kinderen",A method for integrating goal-oriented requirements engineering and multi-criteria decision making for problem modeling and analysis.
417,0,1,1,0,0,148,1,1,2,RE,2016,10,No,Academic,Supporting Requirements Elicitation by Tool-Supported Video Analysis,"Oliver Karras, Stephan Kiesling and Kurt Schneider",A tool for connecting textual notes and video recording when holding requirements elicitation workshops supporting enhanced analysis in order to mitigate the scribe's overload.
26,0,1,0,0,1,148,1,0,1,RE,2010,6,Yes,Academic,Creating Safety Requirements Traceability for Assuring and Recertifying Legacy Safety-Critical Systems,"Hill, J.; Tilley, S.","A process for creating traceability links between safety requirements, safety taxonomies, and safety risks in order to assure and recertify legacy safety-critical systems"
96,0,0,1,0,0,149,0,1,1,RE,2011,6,Yes,Mixed,Managing requirements uncertainty in engine control systems development,"Nolan, A.J.; Abrahao, Silvia; Clements, P.; Pickard, A.",An experience report on the efforts to identify and monitor requirements uncertainty at Rolls-Royce in order to reduce the risk of late rework.
99,0,0,1,0,0,149,0,1,1,RE,2011,10,No,Academic,Power and politics in requirements engineering: A proposed research agenda,"Milne, A.; Maiden, N.",A discussion and solution for examining organizational structures for power relationships in order to support decision-making processes.
101,0,0,1,0,1,148,0,1,1,RE,2011,10,No,Academic,A context analysis method for embedded systems â€” Exploring a requirement boundary between a system and its context,"Ubayashi, N.; Kamei, Y.; Hirayama, M.; Tamai, T.",A method for analysing requirements for embedded systems in order to separate relevant from irrelevant context elements.
139,0,1,0,0,1,148,1,0,1,RE,2012,6,Yes,Industry,Towards outcome-based regulatory compliance in aviation security,"Tawhid, R.; Braun, E.; Cartwright, N.; Alhaj, M.; Mussbacher, G.; Shamsaei, A.; Amyot, D.; Behnam, S.A.; Richards, G.",A method for modeling regulations with a particular requirement specification language in order to help getting a more precise understanding of who complies with what.
149,0,1,0,0,0,149,1,0,1,RE,2012,10,No,Academic,Mining binary constraints in the construction of feature models,Li Yi; Wei Zhang; Haiyan Zhao; Zhi Jin; Hong Mei,"A solution for mining ""requires"" or ""excludes"" constraints in the construction of feature models."
170,0,0,1,0,0,149,0,1,1,ICSE,2013,10,No,Academic,Managing non-functional uncertainty via model-driven adaptivity,"Carlo Ghezzi, Leandro Sales Pinto, Paola Spoletini, Giordano Tamburrelli",A method for supporting adaptation to non-functional manifestations of uncertainty in order to optimize the system's ability to meet its non-functional requirements
192,0,0,1,0,0,149,0,1,1,REFSQ,2013,15,No,Academic,Use case and requirements analysis in a remote rural context in mali,"Bon, A.; de Boer, V.; Gyan, N.B.; van Aart, C.; De Leenheer, P.; Tuyp, W.; Boyera, S.; Froumentin, M.; Grewal, A.; Allen, M.; Tangara, A.; Akkermans, H.",A case study for understanding the challenges of use case and requirements analysis in a low-tech rural environment 
212,0,1,0,0,0,149,1,0,1,RE,2013,6,Yes,Industry,The impact of requirements on software quality across three product generations,"Terzakis, J.",An experience report on the development of three generations of a product in order to assess the positive effects of well-written and well-reviewed requirements on the quality of the final product
233,0,1,0,0,1,148,1,0,1,RE,2013,10,No,Academic,Distributing refinements of a system-level partial behavior model,"Krka, I.; Medvidovic, N.",A solution for automatically mapping newly defined system requirements to corresponding system components in order to prevent requirements inconsistencies and help identify further necessary requirements.
269,0,0,1,0,0,149,0,1,1,REFSQ,2014,16,No,Academic,A Systematic Literature Review of Requirements Modeling and Analysis for Self-adaptive Systems,Zhuoqun Yang; Zhi Li; Zhi Jin; Yunchuan Chen,A literature study for identifying and categorizing research in self-adaptive systems requirements modeling and analysis 
280,0,1,0,0,0,149,1,0,1,RE,2014,10,No,Academic,Automated detection and resolution of legal cross references: Approach and a study of Luxembourg's legislation,"Adedjouma, M.; Sabetzadeh, M.; Briand, L.C.",A solution for automatically detecting cross references in legal documents and linking them to the target provisions in order to improve the elaboration of compliance requirements.
301,0,0,1,0,0,149,0,1,1,RE,2014,10,No,Academic,Scaling requirements extraction to the crowd: Experiments with privacy policies,"Breaux, T.D.; Schaub, F.",A study based on experiments with crowd workers on extracting requirements from natural language text sources by untrained workers in order to evaluate the cost and quality of crowdsourcing RE tasks.
332,0,0,1,0,0,149,0,1,1,REFSQ,2015,16,No,Academic,Analyzing and Enforcing Security Mechanisms on Requirements Specifications,"Tong Li; Horkoff, J.; Mylopoulos, J.",A method for analyzing and enforcing security mechanisms on system requirements in order to precisely capture the impact of security in the system.
369,0,1,0,0,0,149,1,0,1,ESEM,2015,10,No,Academic,Does Quality of Requirements Specifications Matter? Combined Results of Two Empirical Studies,"Mund, Jakob and Fernandez, Daniel Mendez and Femmer, Henning and Eckhardt, Jonas",A set of two empirical studies (online survey to practitioners and experiment with students) on the creation and use of software requirement specifications in companies and the impact of their quality in subsequent development activities.
395,0,1,0,0,2,147,1,0,1,REFSQ,2016,16,No,Academic,Customer Involvement in Continuous Deployment: A Systematic Literature Review,"Sezin Gizem Yaman, Tanja Sauvola, Leah Riungu-Kalliosaari, Laura Hokkanen, Pasi Kuvaja, Markku Oivo, Tomi Männistö","A literature review on reported evidence on customer input during continuous deployment in software engineering, including potential benefits, challenges, methods, and tools."
410,0,0,1,0,0,149,0,1,1,RE,2016,10,No,Academic,Looking into the Crystal Ball: Requirements Evolution over Time,Alicia M. Grubb and Marsha Chechik,A method for specifying changes in intentions over time and simulating such changes in order to make trade-off decisions about the evolution of requirements.
92,0,0,0,0,0,150,0,0,0,RE,2011,10,No,Academic,Software requirements change taxonomy: Evaluation by case study,"McGee, S.; Greer, D.","A case study on the use of a classification of requirements change sources (e.g., market, organization, specification) in order to support change management, improve understanding and risk visibility."
250,0,0,0,0,1,149,0,0,0,ICSE,2014,10,Yes,Mixed,Tracking Requirements Evolution by Using Issue Tickets: A Case Study of a Document Management and Approval System.,"Shinobu Saito, Yukako Iimura, Kenji Takahashi, Aaron Massey and Annie Antón",A case study on the use of issue tickets generated by stakeholders' requests to track requirements evolution for a large-scale system 
252,0,0,0,0,1,149,0,0,0,REFSQ,2014,13,No,Mixed,Experience-oriented Approaches for Teaching and Training Requirements Engineering: an Experience Report,"Herrmann, A.; Hoffmann, A.; Landes, D.; Weißbach, R.",An experience report for presenting and comparing examples of various approaches to teaching RE in order to inspire instructors to seek additional learning approaches.
267,0,0,0,0,0,150,0,0,0,REFSQ,2014,14,No,Academic,A Requirements-Led Approach for Specifying QoS-Aware Service Choreographies: An Experience Report,"Maiden, N.; Lockerbie, J.; Zachos, K.; Bertolino, A.; De Angelis, G.; Lonetti, F.",A method for transforming requirements for service-based systems to QoS-aware choreography specification in order to deliver more adaptive software systems
291,0,0,0,0,0,150,0,0,0,RE,2014,10,No,Academic,Quality requirements elicitation based on inquiry of quality-impact relationships,"Fotrousi, F.; Fricker, S.A.; Fiedler, M.",A method for eliciting quality-impact relationships and using them to specify quality requirements in order to achieve good-enough quality.
303,0,0,0,0,0,150,0,0,0,RE,2014,10,No,Academic,Identifying and classifying ambiguity for regulatory requirements,"Massey, A.K.; Rutledge, R.L.; Anton, A.I.; Swire, P.P.",A method for identifying ambiguity in legal texts in order to prevent software engineers from implementing software that does not comply with the regulations.
376,0,0,0,0,0,150,0,0,0,ICSE,2016,10,No,Academic,Facing the Challenges of Teaching Requirements Engineering,"Roxana Portugal, Priscila Engiel, Joanna Pivatelli, Julio Cesar Sampaio Do Prado Leite",An experience report on teaching requirements engineering for undergraduate students.
